0.000000	0	785	8	1	2
0.010718	0	785	8	1	2
0.019812	0	785	8	1	2
0.030187	0	785	8	1	2
0.038897	0	785	8	1	2
0.046928	0	785	8	1	2
0.054196	0	785	8	1	2
0.063324	0	785	8	1	2
0.070703	0	785	8	1	2
0.070703	0	786	8	1	2
0.070703	0	787	8	1	2
0.070703	0	788	8	1	2
0.070703	0	789	8	1	2
0.070703	0	790	8	1	2
0.070703	0	791	8	1	2
0.089235	0	785	8	1	2
0.089235	0	786	8	1	2
0.089235	0	787	8	1	2
0.089235	0	788	8	1	2
0.089235	0	789	8	1	2
0.089235	0	790	8	1	2
0.089235	0	791	8	1	2
0.091577	0	785	8	1	2
0.101629	0	786	8	1	2
0.103705	0	787	8	1	2
0.104657	0	788	8	1	2
0.105629	0	789	8	1	2
0.106590	0	790	8	1	2
0.107548	0	791	8	1	2
0.108505	0	792	8	1	2
0.109456	0	793	8	1	2
0.110418	0	794	8	1	2
0.111376	0	795	8	1	2
0.112329	0	796	8	1	2
0.113292	0	797	8	1	2
0.114255	0	798	8	1	2
0.115219	0	799	8	1	2
0.116181	0	800	8	1	2
0.117143	0	801	8	1	2
0.118103	0	802	8	1	2
0.119050	0	803	8	1	2
0.120007	0	804	8	1	2
0.120969	0	805	8	1	2
0.121927	0	806	8	1	2
0.122883	0	807	8	1	2
0.123838	0	808	8	1	2
0.124795	0	809	8	1	2
0.125753	0	810	8	1	2
0.126709	0	811	8	1	2
0.127666	0	812	8	1	2
0.128622	0	813	8	1	2
0.129577	0	814	8	1	2
0.130614	0	785	8	1	2
0.130661	0	786	8	1	2
0.130710	0	787	8	1	2
0.130757	0	788	8	1	2
0.130820	0	789	8	1	2
0.130870	0	790	8	1	2
0.130923	0	791	8	1	2
0.130974	0	792	8	1	2
0.131019	0	793	8	1	2
0.131075	0	794	8	1	2
0.131126	0	795	8	1	2
0.131173	0	796	8	1	2
0.131229	0	797	8	1	2
0.131285	0	798	8	1	2
0.131343	0	799	8	1	2
0.131399	0	800	8	1	2
0.131455	0	801	8	1	2
0.131509	0	802	8	1	2
0.131549	0	803	8	1	2
0.131600	0	804	8	1	2
0.131656	0	805	8	1	2
0.131708	0	806	8	1	2
0.131758	0	807	8	1	2
0.131807	0	808	8	1	2
0.131859	0	809	8	1	2
0.131911	0	810	8	1	2
0.131978	0	811	8	1	2
0.132140	0	785	8	1	2
0.132187	0	786	8	1	2
0.132235	0	787	8	1	2
0.132282	0	788	8	1	2
0.132344	0	789	8	1	2
0.132395	0	790	8	1	2
0.132448	0	791	8	1	2
0.132499	0	792	8	1	2
0.132544	0	793	8	1	2
0.132600	0	794	8	1	2
0.132652	0	795	8	1	2
0.132699	0	796	8	1	2
0.132756	0	797	8	1	2
0.132813	0	798	8	1	2
0.132872	0	799	8	1	2
0.132928	0	800	8	1	2
0.132984	0	801	8	1	2
0.133040	0	802	8	1	2
0.133081	0	803	8	1	2
0.133132	0	804	8	1	2
0.133188	0	805	8	1	2
0.133240	0	806	8	1	2
0.133291	0	807	8	1	2
0.133339	0	808	8	1	2
0.133390	0	809	8	1	2
